family,cluster_config,load,policy,baseline,n_pairs,mean_delta_throughput_horizon,sd_delta_throughput_horizon,ci95_low_delta_throughput_horizon,ci95_high_delta_throughput_horizon,wins_throughput_horizon,losses_throughput_horizon,ties_throughput_horizon,mean_delta_p95_wait_time,sd_delta_p95_wait_time,ci95_low_delta_p95_wait_time,ci95_high_delta_p95_wait_time,wins_p95_wait_time,losses_p95_wait_time,ties_p95_wait_time,mean_delta_mean_wait_time,sd_delta_mean_wait_time,ci95_low_delta_mean_wait_time,ci95_high_delta_mean_wait_time,wins_mean_wait_time,losses_mean_wait_time,ties_mean_wait_time,mean_delta_queued_at_horizon,sd_delta_queued_at_horizon,ci95_low_delta_queued_at_horizon,ci95_high_delta_queued_at_horizon,wins_queued_at_horizon,losses_queued_at_horizon,ties_queued_at_horizon,mean_delta_completion_ratio_horizon,sd_delta_completion_ratio_horizon,ci95_low_delta_completion_ratio_horizon,ci95_high_delta_completion_ratio_horizon,wins_completion_ratio_horizon,losses_completion_ratio_horizon,ties_completion_ratio_horizon,mean_delta_time_weighted_cpu_utilization,sd_delta_time_weighted_cpu_utilization,ci95_low_delta_time_weighted_cpu_utilization,ci95_high_delta_time_weighted_cpu_utilization,wins_time_weighted_cpu_utilization,losses_time_weighted_cpu_utilization,ties_time_weighted_cpu_utilization,mean_delta_time_weighted_ram_utilization,sd_delta_time_weighted_ram_utilization,ci95_low_delta_time_weighted_ram_utilization,ci95_high_delta_time_weighted_ram_utilization,wins_time_weighted_ram_utilization,losses_time_weighted_ram_utilization,ties_time_weighted_ram_utilization,mean_delta_time_weighted_queue_length,sd_delta_time_weighted_queue_length,ci95_low_delta_time_weighted_queue_length,ci95_high_delta_time_weighted_queue_length,wins_time_weighted_queue_length,losses_time_weighted_queue_length,ties_time_weighted_queue_length,mean_delta_time_weighted_active_nodes,sd_delta_time_weighted_active_nodes,ci95_low_delta_time_weighted_active_nodes,ci95_high_delta_time_weighted_active_nodes,wins_time_weighted_active_nodes,losses_time_weighted_active_nodes,ties_time_weighted_active_nodes,mean_delta_drained_throughput,sd_delta_drained_throughput,ci95_low_delta_drained_throughput,ci95_high_delta_drained_throughput,wins_drained_throughput,losses_drained_throughput,ties_drained_throughput
pred_error,homog,med,tetris,binpack,10,-0.098000000,0.092111044,-0.163892267,-0.032107733,1,8,1,1.512984241,0.969485451,0.819456178,2.206512304,10,0,0,0.188321915,0.076132463,0.133860036,0.242783794,10,0,0,5.300000000,5.618422080,1.280823254,9.319176746,9,1,0,-0.006010459,0.005532054,-0.009967851,-0.002053066,1,8,1,-0.009607420,0.003011641,-0.011761818,-0.007453022,0,10,0,-0.001266470,0.000903841,-0.001913039,-0.000619901,1,9,0,2.664483083,1.184474423,1.817161185,3.511804980,10,0,0,2.436571720,0.368368747,2.173056611,2.700086828,10,0,0,-0.172643520,0.100739743,-0.244708386,-0.100578655,0,10,0
pred_error,homog,med,hybrid,binpack,10,-0.068000000,0.113215625,-0.148989573,0.012989573,2,8,0,1.247050863,1.056859118,0.491019449,2.003082277,10,0,0,0.174401567,0.078930202,0.117938306,0.230864828,10,0,0,3.000000000,5.962847940,-1.265564146,7.265564146,8,1,1,-0.004228576,0.006683827,-0.009009897,0.000552745,2,8,0,-0.008739734,0.004077565,-0.011656648,-0.005822820,0,10,0,-0.001076530,0.000817769,-0.001661527,-0.000491533,1,9,0,2.521624560,1.190798910,1.669778398,3.373470722,10,0,0,2.207015192,0.364423879,1.946322072,2.467708312,10,0,0,-0.147914282,0.062472165,-0.192604174,-0.103224391,0,10,0
pred_error,homog,high,spread,binpack,10,-0.058000000,0.064944421,-0.104458436,-0.011541564,1,7,2,0.404445987,0.847349177,-0.201711055,1.010603029,7,3,0,0.001720205,0.138524720,-0.097374403,0.100814813,5,5,0,2.600000000,3.533962208,0.071955911,5.128044089,6,3,1,-0.002737048,0.003075413,-0.004937065,-0.000537030,1,7,2,-0.001833908,0.003775197,-0.004534521,0.000866706,2,8,0,-0.000253410,0.001995975,-0.001681244,0.001174424,4,6,0,-0.122917585,2.046704852,-1.587041930,1.341206760,4,6,0,1.757355269,0.143569924,1.654651539,1.860058998,10,0,0,-0.045632618,0.096318558,-0.114534759,0.023269523,3,7,0
pred_error,homog,high,tetris,binpack,10,-0.020000000,0.057348835,-0.061024882,0.021024882,5,5,0,0.867958688,1.542264722,-0.235310953,1.971228328,6,4,0,0.036677450,0.133937526,-0.059135677,0.132490577,5,5,0,-0.200000000,4.417138340,-3.359830188,2.959830188,3,7,0,-0.000971690,0.002692123,-0.002897519,0.000954138,5,5,0,-0.005345968,0.002808135,-0.007354787,-0.003337149,0,10,0,0.000348828,0.002047273,-0.001115703,0.001813359,6,4,0,-0.145915686,2.150622240,-1.684378047,1.392546674,2,8,0,1.757355269,0.143569924,1.654651539,1.860058998,10,0,0,-0.063303383,0.081765926,-0.121795198,-0.004811567,2,8,0
pred_error,homog,high,hybrid,binpack,10,-0.012000000,0.054324130,-0.050861139,0.026861139,4,5,1,0.586573174,1.252292572,-0.309262901,1.482409249,6,4,0,0.028536874,0.076194949,-0.025969705,0.083043453,6,4,0,1.100000000,4.408325457,-2.053525832,4.253525832,5,3,2,-0.000590755,0.002577419,-0.002434530,0.001253019,4,5,1,-0.004625159,0.002446299,-0.006375136,-0.002875182,0,10,0,-0.000092571,0.001254860,-0.000990244,0.000805101,5,5,0,-0.136872414,1.403497160,-1.140873728,0.867128900,5,5,0,1.602118456,0.162226396,1.486068691,1.718168221,10,0,0,-0.054533915,0.111637345,-0.134394455,0.025326625,3,7,0
pred_error,hetero,low,spread,binpack,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,6.580336411,0.940762599,5.907355437,7.253317384,10,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10
pred_error,hetero,low,tetris,binpack,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000453870,0.001303231,-0.000478405,0.001386146,2,0,8,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,-0.000000000,0.000000000,-0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,-0.000000000,0.000000000,0,0,10,0.005017689,0.014334446,-0.005236555,0.015271933,2,0,8,5.751707126,1.032399882,5.013172794,6.490241457,10,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10
pred_error,hetero,low,hybrid,binpack,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000290810,0.000724129,-0.000227200,0.000808821,2,0,8,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,-0.000000000,0.000000000,-0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,-0.000000000,0.000000000,0,0,10,0.003239657,0.007988044,-0.002474645,0.008953959,2,0,8,5.425727623,1.029651549,4.689159330,6.162295916,10,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10
pred_error,hetero,med,spread,binpack,10,-0.032000000,0.075542483,-0.086039833,0.022039833,3,7,0,0.197515570,0.348142509,-0.051530560,0.446561700,8,2,0,0.063050373,0.049056752,0.027957289,0.098143457,9,1,0,1.600000000,2.875181154,-0.456780546,3.656780546,7,1,2,-0.002070394,0.004606980,-0.005366029,0.001225241,3,7,0,-0.002158038,0.001811557,-0.003453948,-0.000862129,1,9,0,-0.000379095,0.000494761,-0.000733026,-0.000025165,3,7,0,0.882167070,0.770412580,0.331047150,1.433286990,9,1,0,2.048333196,0.275543932,1.851220956,2.245445437,10,0,0,-0.047943504,0.070433296,-0.098328446,0.002441437,2,8,0
pred_error,hetero,med,tetris,binpack,10,-0.044000000,0.069793346,-0.093927148,0.005927148,2,7,1,0.810848260,0.832472251,0.215333529,1.406362992,9,1,0,0.155664604,0.094412495,0.088125978,0.223203229,10,0,0,2.200000000,2.740640639,0.239463933,4.160536067,8,1,1,-0.002719885,0.004315927,-0.005807313,0.000367542,2,7,1,-0.006932093,0.004713947,-0.010304248,-0.003559938,1,9,0,-0.000981354,0.000509359,-0.001345727,-0.000616980,1,9,0,2.251284919,1.336867783,1.294947387,3.207622451,10,0,0,1.451293188,0.333517930,1.212708850,1.689877525,10,0,0,-0.088191533,0.117776246,-0.172443578,-0.003939489,1,9,0
pred_error,hetero,med,hybrid,binpack,10,-0.060000000,0.063245553,-0.105243140,-0.014756860,1,7,2,0.502533616,0.764716270,-0.044511410,1.049578641,7,3,0,0.131176047,0.085313687,0.070146316,0.192205778,10,0,0,2.400000000,3.470510689,-0.082653610,4.882653610,7,3,0,-0.003677348,0.003858190,-0.006437331,-0.000917366,1,7,2,-0.004975967,0.004175904,-0.007963229,-0.001988706,0,10,0,-0.000860096,0.000767440,-0.001409090,-0.000311103,0,10,0,1.886785239,1.190518818,1.035139443,2.738431036,10,0,0,1.253523914,0.365669987,0.991939382,1.515108445,10,0,0,-0.076428844,0.139361738,-0.176122218,0.023264531,2,8,0
pred_error,hetero,high,spread,binpack,10,-0.010000000,0.062003584,-0.054354689,0.034354689,4,5,1,0.168276862,1.636161836,-1.002162722,1.338716446,6,4,0,-0.013348991,0.142399048,-0.115215126,0.088517144,4,6,0,0.900000000,5.626327004,-3.124831588,4.924831588,5,4,1,-0.000448182,0.002876219,-0.002505706,0.001609341,4,5,1,-0.002127042,0.001802338,-0.003416357,-0.000837728,1,9,0,-0.000525725,0.001224357,-0.001401577,0.000350127,3,7,0,-0.412703023,1.772735158,-1.680841269,0.855435223,5,5,0,1.469802423,0.145275133,1.365878861,1.573725985,10,0,0,-0.004237003,0.128306763,-0.096022126,0.087548119,5,5,0
pred_error,hetero,high,tetris,binpack,10,0.012000000,0.123360357,-0.076246677,0.100246677,6,3,1,0.714985015,1.076408806,-0.055031403,1.485001433,8,2,0,-0.017782085,0.120203532,-0.103770505,0.068206336,4,6,0,0.500000000,7.321960879,-4.737814903,5.737814903,3,7,0,0.000677574,0.005813587,-0.003481215,0.004836364,6,3,1,-0.004016455,0.002012370,-0.005456018,-0.002576892,0,10,0,-0.000679394,0.001251720,-0.001574821,0.000216032,3,7,0,-0.494766088,2.209992577,-2.075699427,1.086167250,2,8,0,1.070749861,0.158825214,0.957133156,1.184366566,10,0,0,-0.089652016,0.107871463,-0.166818606,-0.012485425,2,8,0
pred_error,hetero,high,hybrid,binpack,10,0.020000000,0.103279556,-0.053881738,0.093881738,4,6,0,0.633873338,1.177504591,-0.208462642,1.476209318,7,3,0,-0.043431979,0.113082066,-0.124326010,0.037462052,3,7,0,0.300000000,5.165053512,-3.394856433,3.994856433,6,4,0,0.001056673,0.004962805,-0.002493503,0.004606850,4,6,0,-0.003200658,0.002412810,-0.004926678,-0.001474638,1,9,0,0.000143712,0.001373989,-0.000839180,0.001126605,5,5,0,-0.894699268,1.736485009,-2.136905722,0.347507186,3,7,0,0.909858017,0.153354823,0.800154593,1.019561441,10,0,0,-0.071362369,0.140139798,-0.171612335,0.028887596,3,7,0
adversarial,homog,low,spread,binpack,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.296209340,0.152950044,0.186795477,0.405623202,10,0,0,0.054585675,0.019881651,0.040363200,0.068808150,10,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,-0.000000000,0.000000000,-0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,-0.000000000,0.000000000,0,0,10,0.885965674,0.327518485,0.651673081,1.120258267,10,0,0,5.574822184,0.737945209,5.046928020,6.102716348,10,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10
adversarial,homog,low,tetris,binpack,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.966784193,0.186113467,0.833646649,1.099921737,10,0,0,0.142200840,0.046000572,0.109294015,0.175107665,10,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,-0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,-0.000000000,0.000000000,0,0,10,2.325021499,0.799433530,1.753141244,2.896901755,10,0,0,4.959866160,0.757488902,4.417991282,5.501741039,10,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10
adversarial,homog,low,hybrid,binpack,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.088733898,0.106241043,0.012733639,0.164734157,7,2,1,0.012833740,0.007294358,0.007615671,0.018051809,10,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,-0.000000000,0.000000000,0,0,10,-0.000000000,0.000000000,-0.000000000,0.000000000,0,0,10,0.207840967,0.118642019,0.122969586,0.292712349,10,0,0,4.415222504,0.755121029,3.875041500,4.955403508,10,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10
adversarial,homog,med,spread,binpack,10,-0.136000000,0.125361699,-0.225678351,-0.046321649,1,9,0,0.573842012,0.344658871,0.327287926,0.820396098,9,1,0,0.314023869,0.096724251,0.244831513,0.383216225,10,0,0,10.100000000,9.397990329,3.377083200,16.822916800,6,0,4,-0.005857878,0.005529483,-0.009813431,-0.001902325,1,9,0,-0.006059109,0.003560992,-0.008606489,-0.003511729,1,9,0,-0.000644015,0.001669439,-0.001838260,0.000550229,4,6,0,6.934801653,2.283511565,5.301276002,8.568327303,10,0,0,1.477371303,0.108302677,1.399896241,1.554846366,10,0,0,-0.054528229,0.034493428,-0.079203339,-0.029853119,0,8,2
adversarial,homog,med,tetris,binpack,10,-0.368000000,0.110835213,-0.447286729,-0.288713271,0,10,0,1.424366033,0.240242094,1.252507204,1.596224861,10,0,0,0.328922176,0.083827534,0.268955575,0.388888777,10,0,0,24.200000000,15.887101687,12.835052911,35.564947089,8,0,2,-0.015958915,0.004887254,-0.019455045,-0.012462785,0,10,0,-0.020368893,0.005088360,-0.024008886,-0.016728900,0,10,0,-0.007094486,0.002629279,-0.008975359,-0.005213613,0,10,0,6.805632179,2.230409843,5.210093210,8.401171149,10,0,0,1.056442222,0.080859035,0.998599157,1.114285286,10,0,0,-0.202543713,0.087490136,-0.265130382,-0.139957045,0,9,1
adversarial,homog,med,hybrid,binpack,10,-0.004000000,0.051467358,-0.040817527,0.032817527,4,3,3,0.036793047,0.098580929,-0.033727496,0.107313590,6,4,0,-0.006372895,0.043415946,-0.037430790,0.024685000,4,6,0,0.400000000,2.633122354,-1.483622125,2.283622125,3,3,4,-0.000208589,0.002239995,-0.001810985,0.001393806,4,3,3,0.000232509,0.001454633,-0.000808073,0.001273090,6,4,0,0.000348767,0.000796356,-0.000220912,0.000918446,6,4,0,-0.130846722,0.975388955,-0.828597897,0.566904453,4,6,0,0.796049405,0.063426093,0.750677114,0.841421695,10,0,0,0.025373513,0.040025030,-0.003258667,0.054005693,5,1,4
adversarial,homog,high,spread,binpack,10,-0.436000000,0.250119971,-0.614925036,-0.257074964,0,10,0,0.095111591,0.535444635,-0.287922399,0.478145581,5,5,0,0.484636907,0.207826647,0.335966691,0.633307123,10,0,0,6.600000000,8.099382693,0.806051074,12.393948926,7,2,1,-0.014447283,0.008093474,-0.020237005,-0.008657561,0,10,0,-0.007453701,0.001753750,-0.008708258,-0.006199144,0,10,0,-0.002662438,0.002010634,-0.004100758,-0.001224117,0,10,0,12.075679727,4.314705339,8.989125688,15.162233766,10,0,0,1.131280178,0.082556599,1.072222748,1.190337607,10,0,0,-0.054498257,0.056950267,-0.095238021,-0.013758493,3,7,0
adversarial,homog,high,tetris,binpack,10,0.344000000,0.445301396,0.025450594,0.662549406,8,1,1,0.472229283,1.436684229,-0.555512627,1.499971194,5,5,0,-0.959879409,0.394163566,-1.241847018,-0.677911800,0,10,0,7.300000000,13.400248754,-2.285959798,16.885959798,8,2,0,0.011174920,0.014501817,0.000800945,0.021548894,8,1,1,-0.017156440,0.005328595,-0.020968287,-0.013344593,0,10,0,0.006984541,0.004730111,0.003600824,0.010368258,10,0,0,-32.808344251,9.459561778,-39.575306610,-26.041381893,0,10,0,0.807488576,0.060135309,0.764470370,0.850506782,10,0,0,-0.170894471,0.132887044,-0.265956129,-0.075832813,0,10,0
adversarial,homog,high,hybrid,binpack,10,0.050000000,0.091530201,-0.015476757,0.115476757,6,3,1,-0.023090493,0.312218128,-0.246437871,0.200256885,6,4,0,-0.029291008,0.088997321,-0.092955851,0.034373835,5,5,0,-1.200000000,4.157990968,-4.174447340,1.774447340,5,5,0,0.001636002,0.003020694,-0.000524872,0.003796876,6,3,1,-0.000367012,0.001585540,-0.001501239,0.000767216,3,7,0,0.000231781,0.000449888,-0.000090049,0.000553612,6,4,0,-0.620255191,1.969856094,-2.029405250,0.788894869,3,7,0,0.607186409,0.045013179,0.574985923,0.639386895,10,0,0,-0.005172796,0.044534740,-0.037031027,0.026685435,6,4,0
adversarial,hetero,low,spread,binpack,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.196317081,0.223951243,0.036112024,0.356522138,9,1,0,-0.006691475,0.032479923,-0.029926211,0.016543260,5,5,0,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,-0.000000000,0.000000000,-0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,-0.000000000,0.000000000,0,0,10,-0.114505259,0.526732178,-0.491306733,0.262296215,5,5,0,4.937436538,0.640826240,4.479017094,5.395855981,10,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10
adversarial,hetero,low,tetris,binpack,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.163263962,0.240664742,-0.008897211,0.335425135,7,3,0,-0.002236090,0.046254583,-0.035324623,0.030852443,4,6,0,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,-0.000000000,0.000000000,-0.000000000,0.000000000,0,0,10,-0.000000000,0.000000000,-0.000000000,0.000000000,0,0,10,-0.027632103,0.786892431,-0.590540997,0.535276791,4,6,0,4.029170544,0.805992255,3.452598459,4.605742628,10,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10
adversarial,hetero,low,hybrid,binpack,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.101249166,0.172664668,-0.022267688,0.224766019,7,3,0,-0.017229064,0.031975231,-0.040102765,0.005644636,3,7,0,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10,-0.000000000,0.000000000,-0.000000000,0.000000000,0,0,10,-0.000000000,0.000000000,-0.000000000,0.000000000,0,0,10,-0.277861869,0.522601975,-0.651708774,0.095985036,3,7,0,2.192732601,1.111259733,1.397785334,2.987679868,10,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0,0,10
adversarial,hetero,med,spread,binpack,10,-0.020000000,0.122927259,-0.107936858,0.067936858,4,6,0,0.052851868,0.554057411,-0.343496898,0.449200635,6,4,0,-0.299723624,0.203334582,-0.445180411,-0.154266837,1,9,0,1.600000000,11.529671866,-6.647829799,9.847829799,5,3,2,-0.000954678,0.005419801,-0.004831770,0.002922414,4,6,0,-0.000593272,0.004715225,-0.003966340,0.002779797,6,4,0,-0.000985861,0.001541883,-0.002088858,0.000117135,3,7,0,-7.021770777,4.596668846,-10.310029344,-3.733512211,1,9,0,1.122741071,0.118113601,1.038247696,1.207234445,10,0,0,-0.015722634,0.069618211,-0.065524499,0.034079231,3,5,2
adversarial,hetero,med,tetris,binpack,10,0.004000000,0.082623645,-0.055105391,0.063105391,4,5,1,-0.098392870,0.423163686,-0.401105914,0.204320173,5,5,0,-0.334903119,0.170988115,-0.457220639,-0.212585598,0,10,0,-1.100000000,9.746224340,-8.072028387,5.872028387,3,4,3,0.000094486,0.003639124,-0.002508786,0.002697759,4,5,1,0.000028731,0.003066778,-0.002165110,0.002222571,4,6,0,-0.001780917,0.001858126,-0.003110140,-0.000451694,1,9,0,-7.691911279,3.900247893,-10.481980343,-4.901842215,0,10,0,0.713899675,0.126921768,0.623105318,0.804694032,10,0,0,0.009157775,0.040967758,-0.020148792,0.038464342,4,4,2
adversarial,hetero,med,hybrid,binpack,10,0.032000000,0.081758452,-0.026486469,0.090486469,4,5,1,-0.184961551,0.353286423,-0.437687415,0.067764313,5,5,0,-0.218803336,0.166878707,-0.338181162,-0.099425509,0,10,0,-4.100000000,8.359292899,-10.079877474,1.879877474,2,5,3,0.001369641,0.003531085,-0.001156345,0.003895627,4,5,1,0.002223984,0.004972187,-0.001332904,0.005780873,6,4,0,-0.000378714,0.001451752,-0.001417235,0.000659807,3,7,0,-4.917215524,3.619029102,-7.506112799,-2.328318249,0,10,0,0.394989681,0.154211737,0.284673258,0.505306104,10,0,0,0.022962215,0.080467157,-0.034600518,0.080524947,5,3,2
adversarial,hetero,high,spread,binpack,10,0.826000000,0.429992248,0.518402098,1.133597902,10,0,0,1.203693235,1.352524758,0.236155378,2.171231091,8,2,0,-1.220670742,0.325524466,-1.453536901,-0.987804584,0,10,0,-14.500000000,11.815714583,-22.952452418,-6.047547582,1,9,0,0.027503858,0.013711394,0.017695318,0.037312397,10,0,0,0.001686856,0.003615467,-0.000899493,0.004273205,6,4,0,0.010283213,0.004236035,0.007252936,0.013313489,10,0,0,-31.251338176,6.496470537,-35.898632905,-26.604043447,0,10,0,0.862761482,0.090793336,0.797811846,0.927711117,10,0,0,-0.002415196,0.096284235,-0.071292783,0.066462392,6,4,0
adversarial,hetero,high,tetris,binpack,10,0.916000000,0.488608000,0.566470918,1.265529082,10,0,0,0.960126168,1.518573877,-0.126196064,2.046448400,9,1,0,-1.320325646,0.464853911,-1.652862077,-0.987789214,0,10,0,-17.200000000,11.640923980,-25.527414762,-8.872585238,0,9,1,0.030432728,0.015534737,0.019319848,0.041545609,10,0,0,0.003378067,0.002273631,0.001751610,0.005004524,9,1,0,0.011829634,0.006333138,0.007299181,0.016360088,10,0,0,-33.885020592,10.761733364,-41.583500320,-26.186540864,0,10,0,0.548268100,0.097311885,0.478655376,0.617880824,10,0,0,0.020691651,0.114070749,-0.060909641,0.102292943,6,4,0
adversarial,hetero,high,hybrid,binpack,10,0.472000000,0.276035424,0.274536167,0.669463833,10,0,0,0.405907702,0.962556287,-0.282663536,1.094478940,7,3,0,-0.564039580,0.240013874,-0.735735150,-0.392344010,0,10,0,-7.200000000,9.496198070,-13.993170381,-0.406829619,3,6,1,0.015818820,0.009096612,0.009311496,0.022326144,10,0,0,0.001137932,0.003608739,-0.001443604,0.003719468,6,4,0,0.004779172,0.003162895,0.002516573,0.007041770,10,0,0,-14.104827398,4.589565276,-17.388004377,-10.821650419,0,10,0,0.302952720,0.117931739,0.218589442,0.387315998,10,0,0,0.049419568,0.068360152,0.000517664,0.098321471,8,2,0
